year,cname_year,wdi_armedf,wdi_armedfper,wdi_expmilgdp,wdi_expmilgexp,wdi_imparms,scf_milexp,scf_ExpPerTroop,scf_Praetorian
2008,Tuvalu 2008,.,.,.,.,.,.,.,.
2008,Taiwan 2008,.,.,.,.,.,.,.,.
2008,Tanzania 2008,28000,0,0.708,.,.,143710959.44,5132.35,10.53
2008,Uganda 2008,47000,0,2.190,14,5000000,257754517.54,5484.02,14.45
2008,Ukraine 2008,215000,1,2.673,7,.,2727070997.07,12683.99,5.75
2008,Uruguay 2008,25900,2,1.953,8,78000000,403008637.97,15559.58,2.53
2008,United States 2008,1540000,1,4.220,19,948000000,575702042669.48,373832.25,8.33
2008,Uzbekistan 2008,87000,1,.,.,.,.,.,.
2008,St Vincent and the Grenadines 2008,.,.,.,.,.,.,.,.
2008,"Vietnam, South 2008",.,.,.,.,.,.,.,.
2008,Venezuela 2008,115000,1,1.370,.,743000000,2508596529.92,21813.69,3.35
2008,Vietnam 2008,495000,1,2.156,.,172000000,1504936924.75,3040.27,3.71
2008,"Vietnam, North 2008",.,.,.,.,.,.,.,.
2008,Vanuatu 2008,.,.,.,.,.,.,.,.
2008,Samoa 2008,.,.,.,.,.,.,.,.
2008,Tibet 2008,.,.,.,.,.,.,.,.
2008,Yemen 2008,138000,2,3.936,.,40000000,731256471.34,5298.92,6.37
2008,"Yemen, North 2008",.,.,.,.,.,.,.,.
2008,"Yemen, South 2008",.,.,.,.,.,.,.,.
2008,Yugoslavia 2008,.,.,.,.,.,.,.,.
2008,South Africa 2008,62000,0,1.146,4,486000000,3390646017.72,54686.96,9.12
2008,Zambia 2008,16000,0,1.553,9,2000000,163060613.12,10190.65,12.73
2008,Zimbabwe 2008,51000,1,.,.,.,.,.,.
2009,Afghanistan 2009,255745,4,2.061,5,344000000,194670758.34,761.19,2.19
2009,Angola 2009,117000,2,4.526,18,20000000,.,.,.
2009,Albania 2009,14745,1,2.066,.,.,209138664.26,14182.74,4.10
2009,Andorra 2009,.,.,.,.,.,.,.,.
2009,United Arab Emirates 2009,51000,1,5.457,.,560000000,10923003842.44,214172.35,8.24
2009,Argentina 2009,104340,1,0.784,.,16000000,2088846885.20,20019.43,3.06
2009,Armenia 2009,55570,4,4.157,17,46000000,240728848.34,4331.91,2.22
2009,Antigua and Barbuda 2009,170,.,.,.,.,.,.,.
2009,Australia 2009,56552,0,1.932,7,775000000,15106332450.74,267118.14,7.41
2009,Austria 2009,25900,1,0.839,2,301000000,2761133772.69,106603.37,2.70
2009,Azerbaijan 2009,81940,2,3.325,14,142000000,897855161.58,10957.34,3.63
2009,Burundi 2009,51050,1,.,.,1000000,.,.,.
2009,Belgium 2009,39482,1,1.160,3,89000000,4688354218.69,118743.62,3.17
2009,Benin 2009,7250,0,.,.,1000000,.,.,.
2009,Burkina Faso 2009,11450,0,1.521,12,2000000,103075074.46,9001.40,20.15
2009,Bangladesh 2009,220953,0,1.065,11,.,940623153.11,4257.10,7.23
2009,Bulgaria 2009,65315,2,1.860,6,119000000,645221502.99,9878.46,2.12
2009,Bahrain 2009,19460,3,3.610,18,.,724138890.88,37209.75,2.22
2009,Bahamas 2009,860,0,.,.,1000000,.,.,.
2009,Bosnia and Herzegovina 2009,10577,1,1.404,3,.,177584960.85,16788.14,5.10
2009,Belarus 2009,182940,4,1.373,4,3000000,546966317.84,2989.85,0.71
2009,Belize 2009,1050,1,1.292,5,.,15819594.44,15051.95,3.86
2009,Bolivia 2009,83200,2,1.997,.,5000000,229232050.75,2755.16,2.34
2009,Brazil 2009,713480,1,1.541,6,184000000,15877633683.44,22253.76,4.25
2009,Barbados 2009,610,0,.,.,10000000,.,.,.
2009,Brunei 2009,9250,5,3.259,.,33000000,312856706.12,33818.69,1.36
2009,Bhutan 2009,.,.,.,.,.,.,.,.
2009,Botswana 2009,10500,1,3.216,8,13000000,367634387.49,35009.46,6.15
2009,Central African Republic 2009,3150,0,1.816,11,.,27597857.60,8758.44,25.14
2009,Canada 2009,65722,0,1.381,7,99000000,16570106540.73,252120.36,7.07
2009,Switzerland 2009,25620,1,0.752,4,39000000,3321640219.08,129645.22,2.27
2009,Chile 2009,103771,1,2.187,10,335000000,3053208245.02,29422.27,3.55
2009,China 2009,2945000,0,2.209,.,1407000000,77232111869.39,26224.82,9.99
2009,Cote d'Ivoire 2009,18550,0,1.730,12,.,323335441.84,17429.54,18.36
2009,Cameroon 2009,23100,0,1.468,.,.,272211581.37,11783.54,12.76
2009,"Congo, Democratic Republic 2009",159000,1,0.670,6,41000000,98032340.00,616.55,2.69
2009,Congo 2009,12000,1,.,.,1000000,.,.,.
2009,Colombia 2009,441828,2,3.863,16,248000000,6797936608.45,15385.90,3.97
2009,Comoros 2009,.,.,.,.,.,.,.,.
2009,Cape Verde 2009,1200,1,0.491,2,2000000,6247983.88,5202.32,1.99
2009,Costa Rica 2009,9800,0,.,.,.,.,.,.
2009,Czechoslovakia 2009,.,.,.,.,.,.,.,.
2009,Cuba 2009,75500,1,3.381,.,.,1830621538.50,24246.32,5.06
2009,Cyprus (-1974) 2009,.,.,.,.,.,.,.,.
2009,Cyprus (1975-) 2009,10750,2,1.842,5,.,374436621.08,34828.07,1.38
2009,Czech Republic 2009,26541,1,1.321,4,6000000,1980923409.28,74633.54,5.20
2009,"Germany, East 2009",.,.,.,.,.,.,.,.
2009,Germany 2009,251465,1,1.389,5,391000000,40600135128.13,161453.78,4.52
2009,"Germany, West 2009",.,.,.,.,.,.,.,.
2009,Djibouti 2009,12950,5,.,.,.,.,.,.
2009,Dominica 2009,.,.,.,.,.,.,.,.
2009,Denmark 2009,18707,1,1.356,3,129000000,3538834466.77,189161.56,4.00
2009,Dominican Republic 2009,39500,1,0.670,4,10000000,284744212.29,7208.53,1.66
2009,Algeria 2009,334200,3,3.849,15,1065000000,4328134748.12,12950.69,4.08
2009,Ecuador 2009,58983,1,3.117,.,77000000,1476593784.11,25033.80,7.76
2009,Egypt 2009,865500,3,2.137,7,159000000,2460137812.52,2842.44,1.99
2009,Eritrea 2009,201750,9,.,.,.,.,.,.
2009,Spain 2009,222422,1,1.130,4,248000000,13786953761.58,61985.29,2.36
2009,Estonia 2009,5450,1,2.209,6,43000000,296509762.63,54395.48,5.41
2009,Ethiopia (-1992) 2009,.,.,.,.,.,.,.,.
2009,Ethiopia (1993-) 2009,138000,0,1.184,10,.,218556369.46,1583.73,7.32
2009,Finland 2009,25050,1,1.431,4,43000000,2958884339.17,118114.42,3.05
2009,Fiji 2009,3500,1,1.787,.,.,54047828.40,15437.83,4.35
2009,France (-1962) 2009,.,.,.,.,.,.,.,.
2009,France (1963-) 2009,341967,1,2.483,5,76000000,55762058545.89,163062.21,4.70
2009,Micronesia 2009,.,.,.,.,.,.,.,.
2009,Gabon 2009,6700,1,.,.,.,.,.,.
2009,United Kingdom 2009,178470,1,2.502,6,387000000,60788550058.06,340607.44,8.73
2009,Georgia 2009,32355,1,5.607,18,35000000,434851054.73,13439.58,7.64
2009,Ghana 2009,15500,0,0.455,3,11000000,62088009.12,4005.42,6.97
2009,Guinea 2009,19300,0,.,.,.,.,.,.
2009,Gambia 2009,800,0,0.788,5,16000000,5800053.43,7241.02,16.12
2009,Guinea-Bissau 2009,6458,1,1.664,.,.,10995620.18,1702.37,4.11
2009,Equatorial Guinea 2009,1320,0,3.639,52,68000000,379375400.38,287188.04,19.48
2009,Greece 2009,142936,3,3.225,6,1225000000,8315718936.81,58177.51,2.52
2009,Grenada 2009,.,.,.,.,.,.,.,.
2009,Guatemala 2009,34212,1,0.391,3,.,123638874.93,3613.80,1.65
2009,Guyana 2009,2600,1,1.533,.,.,14991880.38,5763.89,4.43
2009,Honduras 2009,20000,1,1.075,5,.,119646294.12,5982.02,3.97
2009,Croatia 2009,21600,1,1.803,5,4000000,852590275.71,39469.94,3.70
2009,Haiti 2009,.,.,.,.,.,.,.,.
2009,Hungary 2009,41626,1,1.137,3,4000000,1257054102.52,30198.05,2.74
2009,Indonesia 2009,582000,1,0.612,4,437000000,2178695219.32,3743.46,2.51
2009,India 2009,2625586,1,2.893,17,1986000000,32637142112.13,12430.42,13.38
2009,Ireland 2009,10460,0,0.601,1,0,1317062991.73,125902.21,2.61
2009,Iran 2009,563000,2,3.154,15,62000000,8258890790.92,14669.41,4.11
2009,Iraq 2009,659395,9,2.658,.,402000000,1659313534.00,2516.41,1.21
2009,Iceland 2009,130,0,0.175,0,.,32344283.55,246902.93,4.25
2009,Israel 2009,184550,6,6.743,17,153000000,11288282139.92,61166.19,2.74
2009,Italy 2009,326939,1,1.752,4,109000000,31438019355.86,96158.38,3.17
2009,Jamaica 2009,2830,0,0.947,2,.,105117329.99,37130.81,8.97
2009,Jordan 2009,110500,7,5.894,20,234000000,981262976.20,8880.13,3.15
2009,Japan 2009,260382,0,1.022,5,533000000,45399663305.48,174357.25,5.03
2009,Kazakhstan 2009,80500,1,1.103,.,39000000,794074160.33,9864.15,2.21
2009,Kenya 2009,29120,0,1.561,9,.,344667540.38,11835.70,21.06
2009,Kyrgyzstan 2009,20400,1,3.176,17,.,97529403.44,4780.62,8.38
2009,Cambodia 2009,191300,2,2.269,21,4000000,186111455.05,972.87,1.68
2009,Kiribati 2009,.,.,.,.,.,.,.,.
2009,St Kitts and Nevis 2009,.,.,.,.,.,.,.,.
2009,"Korea, South 2009",659500,3,2.706,13,799000000,27919441004.60,42334.19,2.02
2009,Kuwait 2009,22600,2,3.974,12,9000000,3484780874.36,154187.02,5.07
2009,Laos 2009,129100,4,0.240,2,26000000,8877895.72,68.77,0.11
2009,Lebanon 2009,79100,5,4.059,14,52000000,1155700037.67,14610.44,2.15
2009,Liberia 2009,2040,0,0.623,.,.,4572920.68,2240.53,11.66
2009,Libya 2009,76000,3,.,.,26000000,.,.,.
2009,St Lucia 2009,.,.,.,.,.,.,.,.
2009,Liechtenstein 2009,.,.,.,.,.,.,.,.
2009,Sri Lanka 2009,223100,3,3.619,17,.,1114039136.48,4993.43,3.32
2009,Lesotho 2009,2000,0,2.770,.,.,45245456.33,22611.42,27.55
2009,Lithuania 2009,25240,2,3.733,3,27000000,1017428832.83,40308.58,4.68
2009,Luxembourg 2009,1512,1,0.549,1,7000000,216890733.04,143351.44,1.81
2009,Latvia 2009,5745,1,1.391,6,12000000,238955548.23,41586.42,5.19
2009,Morocco 2009,245800,2,3.289,12,39000000,2392225453.92,9732.37,4.31
2009,Monaco 2009,.,.,.,.,.,.,.,.
2009,Moldova 2009,7733,1,0.458,1,.,14973372.82,1936.05,2.11
2009,Madagascar 2009,21600,0,0.830,9,0,47999941.63,2222.12,7.88
2009,Maldives 2009,.,.,.,.,.,.,.,.
2009,Mexico 2009,331750,1,0.544,.,59000000,4925903158.72,14848.19,1.91
2009,Marshall Islands 2009,.,.,.,.,.,.,.,.
2009,Macedonia 2009,8000,1,1.688,5,.,124298196.92,15535.33,4.34
2009,Mali 2009,12150,0,1.611,11,10000000,106412324.76,8757.50,19.48
2009,Malta 2009,2121,1,0.730,2,.,47066788.40,22180.39,1.42
2009,Myanmar 2009,513250,2,.,.,42000000,.,.,.
2009,Montenegro 2009,13227,5,1.852,.,.,50651584.95,3829.12,0.87
2009,Mongolia 2009,17200,1,0.821,3,.,26659816.76,1549.90,1.27
2009,Mozambique 2009,11200,0,0.773,.,.,80042693.39,7146.03,16.31
2009,Mauritania 2009,20870,2,3.135,.,.,83729133.72,4011.75,5.26
2009,Mauritius 2009,2000,0,0.173,1,.,13037500.51,6515.49,1.08
2009,Malawi 2009,5300,0,1.169,.,.,42506346.77,8018.55,31.59
2009,Malaysia (-1965) 2009,.,.,.,.,.,.,.,.
2009,Malaysia (1966-) 2009,133600,1,1.960,9,1512000000,3260409933.86,24404.08,4.06
2009,Namibia 2009,15200,2,3.374,12,15000000,287976773.07,18944.59,4.78
2009,Niger 2009,10700,0,0.982,.,1000000,39705084.34,3710.41,14.38
2009,Nigeria 2009,162000,0,0.888,10,65000000,1308984037.38,8080.10,8.50
2009,Nicaragua 2009,12000,1,0.498,3,14000000,34514014.76,2875.93,2.35
2009,Netherlands 2009,43279,0,1.414,3,288000000,10080894513.06,232922.70,5.40
2009,Norway 2009,26450,1,1.603,5,588000000,5152475410.15,194793.22,2.93
2009,Nepal 2009,157753,1,1.645,.,.,158605260.47,1005.40,2.77
2009,Nauru 2009,.,.,.,.,.,.,.,.
2009,New Zealand 2009,9673,0,1.347,3,48000000,1609603290.08,166384.46,5.99
2009,Oman 2009,47000,4,9.279,36,93000000,3644602772.06,77543.09,5.45
2009,Pakistan (-1970) 2009,.,.,.,.,.,.,.,.
2009,Pakistan (1971-) 2009,921000,2,3.265,20,1227000000,4162163695.22,4519.17,5.90
2009,Panama 2009,12000,1,.,.,7000000,.,.,.
2009,Peru 2009,192000,1,1.421,8,43000000,1371067469.19,7140.94,2.15
2009,Philippines 2009,165500,0,1.257,7,1000000,1531386269.25,9253.03,6.96
2009,Palau 2009,.,.,.,.,.,.,.,.
2009,Papua New Guinea 2009,3100,0,0.642,.,.,38756898.42,12498.19,13.86
2009,Poland 2009,121400,1,1.811,5,169000000,6693137906.38,55132.48,5.69
2009,"Korea, North 2009",1379000,9,.,.,4000000,.,.,.
2009,Portugal 2009,91040,2,2.031,5,371000000,4054349969.39,44533.23,2.36
2009,Paraguay 2009,25450,1,1.114,6,.,109854385.78,4316.31,2.68
2009,Qatar 2009,11800,1,1.992,10,286000000,1739686568.42,147418.57,2.69
2009,Romania 2009,151645,2,1.329,3,56000000,1542218544.24,10169.86,1.79
2009,Russia 2009,1495000,2,4.215,14,8000000,36672252144.54,24529.92,4.03
2009,Rwanda 2009,35000,1,1.418,10,13000000,50829131.14,1452.22,4.06
2009,Saudi Arabia 2009,249000,3,9.617,.,756000000,39028654924.65,156740.96,10.59
2009,Serbia and Montenegro 2009,.,.,.,.,.,.,.,.
2009,Sudan (-2011) 2009,126800,1,.,.,89000000,.,.,.
2009,Sudan (2012-) 2009,.,.,.,.,.,.,.,.
2009,Senegal 2009,18620,0,1.677,10,4000000,166686837.42,8951.55,11.33
2009,Singapore 2009,147500,5,3.918,27,1522000000,5998703634.33,40668.90,1.32
2009,Solomon Islands 2009,.,.,.,.,.,.,.,.
2009,Sierra Leone 2009,10500,0,1.076,6,.,21723743.32,2068.73,5.79
2009,El Salvador 2009,32500,1,1.041,5,.,188290976.42,5793.39,1.93
2009,San Marino 2009,.,.,.,.,.,.,.,.
2009,Somalia 2009,2000,0,.,.,.,.,.,.
2009,Serbia 2009,29125,1,2.286,6,.,680564990.20,23366.24,5.75
2009,South Sudan 2009,.,.,.,.,.,.,.,.
2009,Sao Tome and Principe 2009,.,.,.,.,.,.,.,.
2009,USSR 2009,.,.,.,.,.,.,.,.
2009,Suriname 2009,1840,1,.,.,.,.,.,.
2009,Slovakia 2009,16531,1,1.515,4,9000000,1136421748.04,68740.73,4.93
2009,Slovenia 2009,12100,1,1.590,4,6000000,621962506.20,51397.61,2.68
2009,Sweden 2009,21870,0,1.178,4,54000000,4679205053.34,213945.64,5.01
2009,Swaziland 2009,.,.,2.414,.,.,69133722.73,.,.
2009,Seychelles 2009,650,.,1.021,3,.,10969484.68,16850.21,1.37
2009,Syria 2009,403000,7,.,23,193000000,.,.,.
2009,Chad 2009,35030,1,7.985,.,35000000,592479769.29,16913.01,26.24
2009,Togo 2009,9300,0,.,.,.,.,.,.
2009,Thailand 2009,419560,1,1.705,9,64000000,3606313047.94,8595.44,2.70
2009,Tajikistan 2009,16300,1,0.955,.,32000000,28513590.29,1749.19,4.34
2009,Turkmenistan 2009,22000,1,.,.,36000000,.,.,.
2009,Timor-Leste 2009,1332,1,4.460,.,.,29683304.29,22268.05,35.07
2009,Tonga 2009,.,.,.,.,.,.,.,.
2009,Trinidad and Tobago 2009,4063,1,0.722,2,.,135348640.23,33304.29,2.35
2009,Tunisia 2009,47800,1,1.300,5,.,505957586.19,10584.67,2.84
2009,Turkey 2009,612800,2,2.628,7,733000000,13604688405.33,22200.83,3.06
2009,Tuvalu 2009,.,.,.,.,.,.,.,.
2009,Taiwan 2009,.,.,.,.,.,.,.,.
2009,Tanzania 2009,28400,0,0.768,5,25000000,164223534.11,5782.32,11.61
2009,Uganda 2009,46800,0,1.727,14,23000000,218030524.39,4658.67,11.84
2009,Ukraine 2009,214825,1,2.945,7,.,2560075181.52,11916.97,6.31
2009,Uruguay 2009,25439,1,2.055,7,29000000,442079806.71,17377.35,2.72
2009,United States 2009,1563996,1,4.637,18,973000000,614998107275.49,393222.05,9.09
2009,Uzbekistan 2009,87000,1,.,.,.,.,.,.
2009,St Vincent and the Grenadines 2009,.,.,.,.,.,.,.,.
2009,"Vietnam, South 2009",.,.,.,.,.,.,.,.
2009,Venezuela 2009,115000,1,1.220,.,358000000,2162304927.04,18802.49,3.03
2009,Vietnam 2009,495000,1,2.265,.,61000000,1666229542.54,3366.11,3.94
2009,"Vietnam, North 2009",.,.,.,.,.,.,.,.
2009,Vanuatu 2009,.,.,.,.,.,.,.,.
2009,Samoa 2009,.,.,.,.,.,.,.,.
2009,Tibet 2009,.,.,.,.,.,.,.,.
2009,Yemen 2009,137900,2,4.992,.,5000000,965774427.60,7003.39,8.31
2009,"Yemen, North 2009",.,.,.,.,.,.,.,.
2009,"Yemen, South 2009",.,.,.,.,.,.,.,.
2009,Yugoslavia 2009,.,.,.,.,.,.,.,.
2009,South Africa 2009,77153,0,1.214,4,128000000,3537080398.12,45844.42,7.88
2009,Zambia 2009,16500,0,1.442,10,.,165294396.53,10017.24,11.80
2009,Zimbabwe 2009,50800,1,.,.,.,.,.,.
2010,Afghanistan 2010,306800,4,1.897,4,377000000,194362886.93,633.51,1.73
2010,Angola 2010,117000,2,4.199,16,.,.,.,.
2010,Albania 2010,14745,1,1.593,.,.,167257627.73,11342.58,3.15
2010,Andorra 2010,.,.,.,.,.,.,.,.
2010,United Arab Emirates 2010,51000,1,6.119,.,605000000,12449114581.93,244095.50,9.99
2010,Argentina 2010,104340,1,0.748,.,14000000,2181311281.41,20905.60,2.95
2010,Armenia 2010,55528,4,4.266,19,52000000,252451880.43,4546.31,2.28
2010,Antigua and Barbuda 2010,170,.,.,.,.,.,.,.
2010,Australia 2010,56552,0,1.952,7,1507000000,15571093239.28,275336.29,7.60
2010,Austria 2010,25758,1,0.825,2,7000000,2767368970.62,107433.09,2.68
2010,Azerbaijan 2010,81940,2,2.791,13,146000000,790144428.52,9642.85,3.08
2010,Burundi 2010,51050,1,.,.,2000000,.,.,.
2010,Belgium 2010,35736,1,1.085,3,31000000,4501715878.38,125967.93,3.31
2010,Benin 2010,7250,0,.,.,0,.,.,.
2010,Burkina Faso 2010,11450,0,1.383,12,0,101577616.96,8870.63,18.87
2010,Bangladesh 2010,220953,0,1.234,13,35000000,1150114227.11,5205.22,8.46
2010,Bulgaria 2010,65315,2,1.789,6,8000000,620916858.59,9506.35,2.03
2010,Bahrain 2010,19460,3,3.277,17,103000000,685873097.14,35243.47,2.12
2010,Bahamas 2010,860,0,.,.,.,.,.,.
2010,Bosnia and Herzegovina 2010,10577,1,1.305,3,.,166451076.32,15735.59,4.73
2010,Belarus 2010,182940,4,1.390,4,.,596886024.42,3262.72,0.72
2010,Belize 2010,1050,1,1.098,4,.,13893349.88,13219.17,3.36
2010,Bolivia 2010,83200,2,1.668,.,1000000,199446352.60,2397.16,1.99
2010,Brazil 2010,713480,1,1.539,6,318000000,17059289395.05,23909.94,4.28
2010,Barbados 2010,610,0,.,.,.,.,.,.
2010,Brunei 2010,9250,5,3.158,.,33000000,311100054.64,33628.80,1.34
2010,Bhutan 2010,.,.,.,.,.,.,.,.
2010,Botswana 2010,10500,1,2.727,8,10000000,338455375.78,32230.78,5.32
2010,Central African Republic 2010,3150,0,2.597,15,.,40671132.52,12907.37,36.64
2010,Canada 2010,65700,0,1.197,6,228000000,14839424919.49,225863.00,6.19
2010,Switzerland 2010,25287,1,0.708,4,47000000,3221267488.25,127383.24,2.19
2010,Chile 2010,103771,1,2.164,11,475000000,3194848994.97,30787.20,3.55
2010,China 2010,2945000,0,2.042,.,937000000,78974744125.02,26816.54,9.28
2010,Cote d'Ivoire 2010,.,.,1.558,10,.,297016358.71,.,.
2010,Cameroon 2010,23200,0,1.499,.,10000000,286982737.56,12369.41,13.30
2010,"Congo, Democratic Republic 2010",159000,1,0.895,10,151000000,140202648.53,881.77,3.71
2010,Congo 2010,12000,1,1.819,.,27000000,142818803.65,11900.58,6.16
2010,Colombia 2010,441828,2,3.631,14,257000000,6643223650.17,15035.73,3.77
2010,Comoros 2010,.,.,.,.,.,.,.,.
2010,Cape Verde 2010,1200,1,0.498,3,.,6430957.54,5354.67,2.03
2010,Costa Rica 2010,9800,0,.,.,.,.,.,.
2010,Czechoslovakia 2010,.,.,.,.,.,.,.,.
2010,Cuba 2010,75500,1,3.327,.,.,1844301306.57,24427.51,4.98
2010,Cyprus (-1974) 2010,.,.,.,.,.,.,.,.
2010,Cyprus (1975-) 2010,12750,2,1.892,5,44000000,389934654.24,30580.71,1.23
2010,Czech Republic 2010,28521,1,1.207,4,13000000,1850345214.75,64874.32,4.43
2010,"Germany, East 2010",.,.,.,.,.,.,.,.
2010,Germany 2010,251465,1,1.354,4,324000000,41183944608.05,163775.40,4.40
2010,"Germany, West 2010",.,.,.,.,.,.,.,.
2010,Djibouti 2010,12950,5,.,.,.,.,.,.
2010,Dominica 2010,.,.,.,.,.,.,.,.
2010,Denmark 2010,18628,1,1.408,3,17000000,3733537995.48,200415.37,4.19
2010,Dominican Republic 2010,39500,1,0.669,5,51000000,307924415.00,7795.36,1.68
2010,Algeria 2010,317200,3,3.518,14,808000000,4098894021.59,12922.07,4.00
2010,Ecuador 2010,58983,1,3.011,.,90000000,1476245231.89,25027.89,7.62
2010,Egypt 2010,835500,3,2.053,7,686000000,2485172783.50,2974.47,2.02
2010,Eritrea 2010,201750,9,.,.,.,.,.,.
2010,Spain 2010,223216,1,1.030,3,290000000,12563355037.17,56283.15,2.15
2010,Estonia 2010,5750,1,1.703,5,13000000,234248114.92,40731.72,3.94
2010,Ethiopia (-1992) 2010,.,.,.,.,.,.,.,.
2010,Ethiopia (1993-) 2010,138000,0,1.134,9,54000000,235642009.84,1707.54,7.19
2010,Finland 2010,24975,1,1.372,4,58000000,2921229816.34,116961.48,2.95
2010,Fiji 2010,3500,1,1.605,.,.,49993316.84,14279.72,3.94
2010,France (-1962) 2010,.,.,.,.,.,.,.,.
2010,France (1963-) 2010,341967,1,2.334,5,103000000,53449928855.69,156300.97,4.44
2010,Micronesia 2010,.,.,.,.,.,.,.,.
2010,Gabon 2010,6700,1,0.872,.,22000000,88484242.04,13204.63,2.01
2010,United Kingdom 2010,174020,1,2.417,6,503000000,59610000226.69,342544.87,8.72
2010,Georgia 2010,32355,1,3.902,15,.,321603864.27,9939.54,5.37
2010,Ghana 2010,15500,0,0.381,2,2000000,56006438.52,3613.09,5.97
2010,Guinea 2010,19300,0,.,.,4000000,.,.,.
2010,Gambia 2010,800,0,.,.,.,.,.,.
2010,Guinea-Bissau 2010,6458,1,2.021,.,.,13944808.86,2158.97,5.11
2010,Equatorial Guinea 2010,1320,0,.,.,3000000,.,.,.
2010,Greece 2010,149647,3,2.727,6,648000000,6646703911.11,44415.59,2.03
2010,Grenada 2010,.,.,.,.,.,.,.,.
2010,Guatemala 2010,34212,1,0.411,3,.,133729466.04,3908.73,1.77
2010,Guyana 2010,2600,1,1.375,.,.,14037237.39,5396.86,3.98
2010,Honduras 2010,20000,1,1.074,5,.,124058105.00,6202.60,4.03
2010,Croatia 2010,21600,1,1.703,5,10000000,791589289.60,36645.96,3.48
2010,Haiti 2010,0,0,.,.,.,.,.,.
2010,Hungary 2010,34587,1,1.038,2,18000000,1156308051.27,33430.90,3.00
2010,Indonesia 2010,582000,0,0.618,.,225000000,2333854838.25,4010.05,2.56
2010,India 2010,2625586,1,2.707,17,2955000000,33672078391.42,12824.59,12.69
2010,Ireland 2010,10460,0,0.579,1,5000000,1272953244.66,121685.62,2.52
2010,Iran 2010,563000,2,2.899,.,103000000,8089961872.04,14369.36,3.82
2010,Iraq 2010,802400,11,2.585,.,453000000,1717072107.94,2139.92,0.99
2010,Iceland 2010,130,0,0.150,0,.,26775558.32,204393.57,3.65
2010,Israel 2010,184550,6,6.250,16,54000000,11039521315.58,59818.27,2.58
2010,Italy 2010,359378,1,1.694,4,116000000,30922894725.88,86045.36,2.79
2010,Jamaica 2010,2830,0,0.874,2,1000000,95571718.36,33759.00,8.31
2010,Jordan 2010,110500,7,5.174,20,87000000,881602131.10,7978.23,2.83
2010,Japan 2010,260382,0,0.979,5,430000000,45505685305.30,174764.43,4.81
2010,Kazakhstan 2010,80500,1,1.014,.,58000000,783588550.36,9733.90,2.06
2010,Kenya 2010,29120,0,1.555,9,112000000,372117548.46,12778.32,21.54
2010,Kyrgyzstan 2010,20400,1,3.846,18,.,117538443.65,5761.41,10.27
2010,Cambodia 2010,191300,2,1.585,15,34000000,137803698.99,720.35,1.19
2010,Kiribati 2010,.,.,.,.,.,.,.,.
2010,St Kitts and Nevis 2010,.,.,.,.,.,.,.,.
2010,"Korea, South 2010",659500,3,2.519,14,1274000000,27678602185.75,41969.01,1.89
2010,Kuwait 2010,22600,1,3.756,9,85000000,3215638504.36,142278.59,5.08
2010,Laos 2010,129100,4,0.214,2,.,8600078.24,66.62,0.10
2010,Lebanon 2010,79100,5,4.171,16,64000000,1282662897.75,16215.51,2.29
2010,Liberia 2010,2040,0,0.654,223,.,5098085.05,2497.84,12.69
2010,Libya 2010,.,.,.,.,24000000,.,.,.
2010,St Lucia 2010,.,.,.,.,.,.,.,.
2010,Liechtenstein 2010,.,.,.,.,.,.,.,.
2010,Sri Lanka 2010,223100,3,2.701,16,5000000,898098290.71,4025.52,2.50
2010,Lesotho 2010,2000,0,3.230,.,.,56934751.11,28453.15,32.46
2010,Lithuania 2010,25240,2,3.035,2,8000000,840512608.87,33299.50,3.72
2010,Luxembourg 2010,1512,1,0.633,2,7000000,264213875.57,174629.13,2.12
2010,Latvia 2010,4600,0,1.094,4,15000000,180722831.53,39279.03,4.99
2010,Morocco 2010,245800,2,3.391,11,306000000,2560642497.49,10417.54,4.50
2010,Monaco 2010,.,.,.,.,.,.,.,.
2010,Moldova 2010,7733,1,0.316,1,.,11049153.27,1428.65,1.45
2010,Madagascar 2010,21600,0,0.652,7,.,37798409.07,1749.85,6.36
2010,Maldives 2010,.,.,.,.,5000000,.,.,.
2010,Mexico 2010,331750,1,0.562,.,112000000,5355263697.32,16142.42,2.01
2010,Marshall Islands 2010,.,.,.,.,.,.,.,.
2010,Macedonia 2010,8000,1,1.382,5,.,105184944.07,13146.47,3.56
2010,Mali 2010,12150,0,1.584,11,.,110733463.03,9113.12,19.78
2010,Malta 2010,2127,1,0.719,2,.,48392024.40,22740.61,1.40
2010,Myanmar 2010,513250,2,.,.,63000000,.,.,.
2010,Montenegro 2010,13084,5,1.814,.,.,50851273.24,3886.23,0.86
2010,Mongolia 2010,17200,1,0.763,3,27000000,26353056.51,1532.07,1.20
2010,Mozambique 2010,11200,0,0.977,4,.,107970898.77,9639.40,21.21
2010,Mauritania 2010,20870,2,.,.,9000000,.,.,.
2010,Mauritius 2010,2000,0,0.153,1,.,11982288.18,5988.15,0.96
2010,Malawi 2010,5300,0,0.926,.,.,35872022.73,6767.03,25.80
2010,Malaysia (-1965) 2010,.,.,.,.,.,.,.,.
2010,Malaysia (1966-) 2010,133600,1,1.511,8,421000000,2700452919.01,20212.82,3.18
2010,Namibia 2010,15200,2,3.515,12,.,318072346.06,20924.44,5.07
2010,Niger 2010,10700,0,1.170,.,0,51251617.98,4789.42,17.81
2010,Nigeria 2010,162000,0,0.539,9,186000000,857473874.93,5293.02,5.31
