year,cname_year,wdi_armedf,wdi_armedfper,wdi_expmilgdp,wdi_expmilgexp,wdi_imparms,scf_milexp,scf_ExpPerTroop,scf_Praetorian
1997,Bhutan 1997,6000,3,.,.,.,.,.,.
1997,Botswana 1997,8500,1,3.197,.,71000000,235914818.66,27751.42,6.19
1997,Central African Republic 1997,5000,0,.,.,.,.,.,.
1997,Canada 1997,72700,0,1.220,6,362000000,10902995683.37,149970.37,5.03
1997,Switzerland 1997,26260,1,1.221,.,379000000,4246126113.76,161689.43,3.29
1997,Chile 1997,125500,2,2.561,.,296000000,2422105871.22,19299.49,2.98
1997,China 1997,3640000,1,1.674,.,900000000,18944725472.51,5204.59,5.66
1997,Cote d'Ivoire 1997,15000,0,0.798,.,0,130537595.15,8701.93,8.14
1997,Cameroon 1997,22100,0,1.301,.,6000000,158227779.66,7159.30,8.66
1997,"Congo, Democratic Republic 1997",77000,0,1.376,14,6000000,155813598.74,2023.53,7.96
1997,Congo 1997,15000,1,.,.,27000000,.,.,.
1997,Colombia 1997,233300,2,2.802,.,196000000,3417235805.08,14647.33,4.64
1997,Comoros 1997,.,.,.,.,.,.,.,.
1997,Cape Verde 1997,1150,1,0.836,.,.,4303042.45,3738.53,2.98
1997,Costa Rica 1997,15400,1,.,.,.,.,.,.
1997,Czechoslovakia 1997,.,.,.,.,.,.,.,.
1997,Cuba 1997,79000,2,.,.,.,.,.,.
1997,Cyprus (-1974) 1997,.,.,.,.,.,.,.,.
1997,Cyprus (1975-) 1997,10500,3,5.627,6,98000000,742186610.07,70677.71,3.59
1997,Czech Republic 1997,67300,1,1.604,5,6000000,1706022531.71,25349.14,2.46
1997,"Germany, East 1997",.,.,.,.,.,.,.,.
1997,Germany 1997,347100,1,1.497,5,61000000,38886819852.82,112033.15,3.54
1997,"Germany, West 1997",.,.,.,.,.,.,.,.
1997,Djibouti 1997,12600,7,5.282,.,.,31483228.04,2498.47,2.87
1997,Dominica 1997,.,.,.,.,.,.,.,.
1997,Denmark 1997,32900,1,1.616,4,77000000,3662625934.71,111322.63,2.60
1997,Dominican Republic 1997,39500,1,0.783,.,.,185609530.69,4698.86,1.62
1997,Algeria 1997,270200,3,3.637,.,37000000,2588827181.18,9581.12,4.02
1997,Ecuador 1997,57370,1,1.773,.,95000000,583874753.94,10177.18,3.68
1997,Egypt 1997,680000,4,3.198,13,1040000000,2072947909.29,3048.45,3.05
1997,Eritrea 1997,46000,3,12.831,.,53000000,125976573.11,2738.56,9.09
1997,Spain 1997,273250,2,1.303,4,228000000,11122125973.36,40702.97,1.89
1997,Estonia 1997,6300,1,1.047,4,14000000,91198626.97,14473.68,2.33
1997,Ethiopia (-1992) 1997,.,.,.,.,.,.,.,.
1997,Ethiopia (1993-) 1997,120000,0,2.710,22,69000000,228415860.66,1903.45,13.75
1997,Finland 1997,34400,1,1.535,4,397000000,2374378249.04,69020.62,2.29
1997,Fiji 1997,3600,1,1.479,.,.,36399697.32,10108.22,3.26
1997,France (-1962) 1997,.,.,.,.,.,.,.,.
1997,France (1963-) 1997,473100,2,2.828,6,201000000,51610577315.96,109089.98,3.58
1997,Micronesia 1997,.,.,.,.,6000000,.,.,.
1997,Gabon 1997,9500,2,.,.,.,.,.,.
1997,United Kingdom 1997,218000,1,2.467,7,508000000,46937526365.79,215308.77,6.60
1997,Georgia 1997,39200,2,1.254,8,4000000,52238574.60,1332.58,1.45
1997,Ghana 1997,8000,0,0.660,.,5000000,48872466.60,6108.29,14.49
1997,Guinea 1997,19300,1,1.173,.,.,26842763.48,1390.74,5.06
1997,Gambia 1997,800,0,0.520,.,.,2406833.36,3004.79,7.31
1997,Guinea-Bissau 1997,9250,2,0.677,.,.,4757266.16,514.24,0.90
1997,Equatorial Guinea 1997,1620,1,.,.,.,.,.,.
1997,Greece 1997,166300,4,3.195,8,812000000,5879166662.38,35352.56,2.07
1997,Grenada 1997,.,.,.,.,.,.,.,.
1997,Guatemala 1997,50500,1,0.743,9,.,154142666.83,3052.27,1.60
1997,Guyana 1997,3100,1,.,.,.,.,.,.
1997,Honduras 1997,24300,1,.,.,.,.,.,.
1997,Croatia 1997,98000,5,7.544,22,31000000,2626459338.59,26800.33,3.52
1997,Haiti 1997,5500,0,.,.,.,.,.,.
1997,Hungary 1997,74100,2,1.668,4,99000000,1356380150.93,18304.48,2.32
1997,Indonesia 1997,484000,1,1.498,12,108000000,3699462982.21,7643.50,6.28
1997,India 1997,2233000,1,2.648,18,1706000000,13295377137.72,5954.04,11.83
1997,Ireland 1997,12700,1,0.924,2,.,1136529194.20,89483.44,2.67
1997,Iran 1997,868000,5,2.571,16,178000000,3923190069.31,4519.80,1.85
1997,Iraq 1997,442900,9,.,.,.,.,.,.
1997,Iceland 1997,120,0,.,.,.,.,.,.
1997,Israel 1997,181050,8,8.424,.,67000000,9183719458.36,50724.49,2.72
1997,Italy 1997,580900,3,1.833,4,519000000,30296446425.83,52154.23,1.80
1997,Jamaica 1997,3470,0,0.737,.,.,75757851.73,21825.94,5.38
1997,Jordan 1997,134050,12,6.133,22,77000000,510489335.06,3808.17,2.03
1997,Japan 1997,247600,0,0.898,.,807000000,38685553364.08,156241.51,4.57
1997,Kazakhstan 1997,69600,1,1.068,6,64000000,336780526.83,4838.73,2.35
1997,Kenya 1997,29200,0,1.341,8,61000000,197651280.00,6768.65,13.24
1997,Kyrgyzstan 1997,14200,1,3.112,15,.,56978947.81,4012.32,10.29
1997,Cambodia 1997,360500,7,3.003,.,21000000,94613964.28,262.45,0.94
1997,Kiribati 1997,.,.,.,.,.,.,.,.
1997,St Kitts and Nevis 1997,.,.,.,.,.,.,.,.
1997,"Korea, South 1997",676500,3,2.649,20,1226000000,16618404177.97,24565.23,1.80
1997,Kuwait 1997,20300,2,8.087,23,482000000,4130650344.33,203470.29,6.72
1997,Laos 1997,129000,6,3.839,.,49000000,65737112.84,509.59,1.51
1997,Lebanon 1997,73600,8,4.305,.,9000000,716092996.29,9729.39,1.81
1997,Liberia 1997,22000,3,.,.,.,.,.,.
1997,Libya 1997,65500,4,4.078,.,.,.,.,.
1997,St Lucia 1997,.,.,.,.,.,.,.,.
1997,Liechtenstein 1997,.,.,.,.,.,.,.,.
1997,Sri Lanka 1997,227200,3,4.631,20,50000000,803714070.15,3537.46,3.78
1997,Lesotho 1997,2000,0,3.338,.,.,36899716.39,18440.64,30.05
1997,Lithuania 1997,10050,1,2.579,.,.,423306430.36,42115.85,9.17
1997,Luxembourg 1997,1360,1,0.687,.,.,175318236.51,128815.75,2.12
1997,Latvia 1997,8100,1,0.582,3,0,57612485.06,7111.77,1.75
1997,Morocco 1997,238300,2,3.760,.,225000000,1591600142.49,6678.95,4.45
1997,Monaco 1997,.,.,.,.,.,.,.,.
1997,Moldova 1997,14430,1,0.903,2,.,20782744.68,1440.15,2.29
1997,Madagascar 1997,28500,0,1.482,.,.,58560438.32,2054.68,7.45
1997,Maldives 1997,.,.,.,.,0,.,.,.
1997,Mexico 1997,190000,0,0.498,4,486000000,3515510370.33,18502.59,2.57
1997,Marshall Islands 1997,.,.,.,.,.,.,.,.
1997,Macedonia 1997,22900,3,2.238,.,.,112664829.24,4919.65,1.92
1997,Mali 1997,15150,1,1.493,.,9000000,54647234.42,3606.84,10.02
1997,Malta 1997,1950,1,0.857,.,6000000,41787250.44,21418.38,1.65
1997,Myanmar 1997,429050,2,2.665,.,231000000,.,.,.
1997,Montenegro 1997,.,.,.,.,.,.,.,.
1997,Mongolia 1997,14900,2,1.583,10,.,27083298.23,1817.55,2.48
1997,Mozambique 1997,6100,0,0.994,.,.,40890552.44,6702.27,27.49
1997,Mauritania 1997,20650,3,2.967,.,8000000,46891724.14,2270.68,3.56
1997,Mauritius 1997,1800,0,0.234,.,1000000,10664252.00,5921.29,1.49
1997,Malawi 1997,6000,0,0.992,.,.,22850102.20,3807.72,16.95
1997,Malaysia (-1965) 1997,.,.,.,.,.,.,.,.
1997,Malaysia (1966-) 1997,131600,1,2.086,12,555000000,2218676224.30,16859.11,3.46
1997,Namibia 1997,5900,1,2.039,.,5000000,105331067.50,17849.70,6.08
1997,Niger 1997,10700,0,0.938,.,3000000,24272661.90,2268.26,8.81
1997,Nigeria 1997,107000,0,0.617,.,1000000,384866798.69,3596.85,6.57
1997,Nicaragua 1997,17000,1,0.690,6,.,32293795.57,1899.52,1.94
1997,Netherlands 1997,60800,1,1.659,4,126000000,9204744469.88,151391.33,4.26
1997,Norway 1997,34300,1,2.016,.,140000000,5166690121.75,150627.97,2.59
1997,Nepal 1997,86000,1,0.881,.,.,53056555.09,616.93,2.29
1997,Nauru 1997,.,.,.,.,.,.,.,.
1997,New Zealand 1997,9550,1,1.704,.,326000000,1475249333.32,154460.20,6.75
1997,Oman 1997,47900,6,12.477,45,163000000,3437538425.35,71763.40,5.80
1997,Pakistan (-1970) 1997,.,.,.,.,.,.,.,.
1997,Pakistan (1971-) 1997,834000,2,5.621,28,696000000,4352731011.57,5219.10,8.68
1997,Panama 1997,11800,1,1.170,5,12000000,127905937.01,10838.57,2.83
1997,Peru 1997,203000,2,2.074,12,328000000,1214419501.29,5982.33,2.54
1997,Philippines 1997,153000,1,1.914,.,70000000,1473448416.38,9630.32,9.14
1997,Palau 1997,.,.,.,.,.,.,.,.
1997,Papua New Guinea 1997,4300,0,1.616,6,7000000,73927029.86,17188.34,18.67
1997,Poland 1997,265150,2,2.026,.,1000000,4657746078.07,17566.39,2.95
1997,"Korea, North 1997",1244000,9,.,.,9000000,.,.,.
1997,Portugal 1997,100200,2,2.041,6,0,3413148327.01,34063.02,2.06
1997,Paraguay 1997,35000,2,1.779,.,.,146582133.70,4187.94,2.53
1997,Qatar 1997,11800,4,.,.,242000000,.,.,.
1997,Romania 1997,306050,3,3.046,.,61000000,2298734882.31,7510.95,2.24
1997,Russia 1997,1823000,3,4.341,.,.,22220876685.73,12189.17,3.52
1997,Rwanda 1997,62000,2,4.173,.,2000000,59355392.54,957.33,4.38
1997,Saudi Arabia 1997,178000,3,11.001,.,2812000000,26580885772.59,149329.98,12.24
1997,Serbia and Montenegro 1997,.,.,.,.,.,.,.,.
1997,Sudan (-2011) 1997,94700,1,0.837,.,63000000,142301145.83,1502.64,2.82
1997,Sudan (2012-) 1997,.,.,.,.,.,.,.,.
1997,Senegal 1997,17350,0,1.515,.,.,90395612.70,5209.82,8.00
1997,Singapore 1997,178000,9,4.450,33,625000000,3954308748.96,22215.09,0.95
1997,Solomon Islands 1997,.,.,.,.,.,.,.,.
1997,Sierra Leone 1997,15800,1,1.116,.,16000000,11992274.05,758.96,2.72
1997,El Salvador 1997,40400,2,1.455,.,.,201959834.67,4998.88,2.05
1997,San Marino 1997,.,.,.,.,.,.,.,.
1997,Somalia 1997,225000,11,.,.,.,.,.,.
1997,Serbia 1997,.,.,.,.,.,.,.,.
1997,South Sudan 1997,.,.,.,.,.,.,.,.
1997,Sao Tome and Principe 1997,1000,2,.,.,.,.,.,.
1997,USSR 1997,.,.,.,.,.,.,.,.
1997,Suriname 1997,1800,1,.,.,.,.,.,.
1997,Slovakia 1997,45150,2,2.283,.,.,1065192590.24,23591.78,2.72
1997,Slovenia 1997,14050,1,1.401,4,8000000,376951662.27,26827.39,1.98
1997,Sweden 1997,88950,2,1.967,5,195000000,5891621089.70,66234.46,1.96
1997,Swaziland 1997,3000,1,1.495,.,.,32377698.63,10788.97,5.01
1997,Seychelles 1997,450,.,2.025,4,.,16838776.30,37336.53,3.47
1997,Syria 1997,428000,9,5.883,.,35000000,1266259909.89,2958.54,2.08
1997,Chad 1997,34850,1,1.076,.,.,31170400.77,894.39,2.31
1997,Togo 1997,7750,0,.,.,9000000,.,.,.
1997,Thailand 1997,337000,1,2.174,.,942000000,3129645972.89,9286.76,3.91
1997,Tajikistan 1997,10200,0,2.067,.,.,25334868.95,2483.57,12.03
1997,Turkmenistan 1997,18000,1,3.961,.,.,190233689.65,10567.95,9.54
1997,Timor-Leste 1997,.,.,.,.,.,.,.,.
1997,Tonga 1997,.,.,.,.,.,.,.,.
1997,Trinidad and Tobago 1997,6900,1,.,.,.,.,.,.
1997,Tunisia 1997,47000,2,1.726,7,37000000,395527174.61,8415.29,3.38
1997,Turkey 1997,821200,4,4.104,.,1531000000,15027973229.66,18299.99,3.02
1997,Tuvalu 1997,.,.,.,.,.,.,.,.
1997,Taiwan 1997,.,.,.,.,.,.,.,.
1997,Tanzania 1997,36000,0,1.544,.,.,161732841.77,4492.45,13.14
1997,Uganda 1997,46500,1,2.279,.,.,127071188.68,2732.65,10.63
1997,Ukraine 1997,453400,2,4.125,.,.,2368520694.00,5223.90,4.60
1997,Uruguay 1997,26050,2,2.400,9,19000000,410762402.92,15767.63,3.01
1997,United States 1997,1533300,1,3.210,.,600000000,325827131633.64,212500.44,5.71
1997,Uzbekistan 1997,86000,1,1.402,.,.,136562482.43,1587.92,3.86
1997,St Vincent and the Grenadines 1997,.,.,.,.,.,.,.,.
1997,"Vietnam, South 1997",.,.,.,.,.,.,.,.
1997,Venezuela 1997,79000,1,1.795,9,37000000,2355181935.70,29812.05,5.25
1997,Vietnam 1997,557000,1,.,.,110000000,.,.,.
1997,"Vietnam, North 1997",.,.,.,.,.,.,.,.
1997,Vanuatu 1997,.,.,.,.,.,.,.,.
1997,Samoa 1997,.,.,.,.,.,.,.,.
1997,Tibet 1997,.,.,.,.,.,.,.,.
1997,Yemen 1997,146300,4,5.806,21,.,677626576.29,4631.73,6.49
1997,"Yemen, North 1997",.,.,.,.,.,.,.,.
1997,"Yemen, South 1997",.,.,.,.,.,.,.,.
1997,Yugoslavia 1997,.,.,.,.,.,.,.,.
1997,South Africa 1997,217440,1,1.582,.,11000000,3151337657.28,14492.84,2.98
1997,Zambia 1997,23000,1,1.008,.,.,57376882.43,2494.54,4.28
1997,Zimbabwe 1997,60800,1,3.651,11,.,311763015.35,5127.60,7.24
1998,Afghanistan 1998,400000,9,.,.,.,.,.,.
1998,Angola 1998,129000,2,2.642,.,154000000,.,.,.
1998,Albania 1998,67500,5,1.238,6,.,62741677.30,929.49,0.57
1998,Andorra 1998,.,.,.,.,.,.,.,.
1998,United Arab Emirates 1998,65500,4,5.299,.,758000000,6463188513.58,98673.13,2.21
1998,Argentina 1998,104240,1,1.136,.,172000000,2371719866.48,22752.27,3.95
1998,Armenia 1998,54400,4,3.528,.,.,88850564.41,1633.25,2.02
1998,Antigua and Barbuda 1998,150,.,.,.,.,.,.,.
1998,Australia 1998,58400,1,1.922,.,558000000,10413126974.41,178303.92,6.16
1998,Austria 1998,45500,1,0.992,2,228000000,2677286699.23,58840.17,1.74
1998,Azerbaijan 1998,87150,3,2.412,13,.,142233717.61,1632.04,2.19
1998,Burundi 1998,43500,2,6.572,30,.,67174065.64,1544.20,9.84
1998,Belgium 1998,43700,1,1.406,3,55000000,4638785521.02,106148.27,3.28
1998,Benin 1998,7300,0,.,.,.,.,.,.
1998,Burkina Faso 1998,10250,0,1.408,.,.,51656521.67,5039.17,15.07
1998,Bangladesh 1998,170700,0,1.253,.,.,616241141.37,3610.06,9.26
1998,Bulgaria 1998,135500,4,2.190,8,.,496467088.98,3663.94,1.33
1998,Bahrain 1998,20850,7,5.326,.,7000000,602195145.95,28880.88,1.58
1998,Bahamas 1998,3160,2,.,.,.,.,.,.
1998,Bosnia and Herzegovina 1998,86000,6,.,.,2000000,.,.,.
1998,Belarus 1998,91000,2,1.495,6,41000000,287562377.88,3159.99,1.65
1998,Belize 1998,1050,1,.,.,.,.,.,.
1998,Bolivia 1998,70600,2,2.698,.,.,214911828.22,3044.03,3.07
1998,Brazil 1998,698850,1,1.656,8,244000000,12231481108.04,17502.27,4.04
1998,Barbados 1998,610,0,.,.,.,.,.,.
1998,Brunei 1998,9050,6,7.257,.,7000000,588953888.88,65070.59,2.54
1998,Bhutan 1998,7000,3,.,.,.,.,.,.
1998,Botswana 1998,9500,1,3.779,.,2000000,280887656.87,29564.01,6.68
1998,Central African Republic 1998,4950,0,.,.,.,.,.,.
1998,Canada 1998,69950,0,1.227,6,129000000,11416021530.21,163200.26,5.31
1998,Switzerland 1998,26300,1,1.185,.,436000000,4242263844.58,161296.67,3.20
1998,Chile 1998,124000,2,2.661,.,87000000,2598415825.45,20954.80,3.17
1998,China 1998,3820000,1,1.765,.,383000000,21534769385.25,5637.37,5.74
1998,Cote d'Ivoire 1998,15000,0,.,.,.,.,.,.
1998,Cameroon 1998,22100,0,1.397,12,9000000,178124934.47,8059.59,9.55
1998,"Congo, Democratic Republic 1998",87000,0,0.428,4,10000000,47717659.45,548.47,2.25
1998,Congo 1998,15000,1,.,.,0,.,.,.
1998,Colombia 1998,233300,1,3.441,.,158000000,4220727459.20,18091.34,5.79
1998,Comoros 1998,.,.,.,.,.,.,.,.
1998,Cape Verde 1998,1150,1,0.865,.,9000000,5007000.54,4350.13,3.15
1998,Costa Rica 1998,15400,1,.,.,.,.,.,.
1998,Czechoslovakia 1998,.,.,.,.,.,.,.,.
1998,Cuba 1998,79000,2,.,.,.,.,.,.
1998,Cyprus (-1974) 1998,.,.,.,.,.,.,.,.
1998,Cyprus (1975-) 1998,10620,3,4.742,5,7000000,657364554.32,61892.91,3.03
1998,Czech Republic 1998,64700,1,1.757,6,0,1862908690.89,28792.58,2.80
1998,"Germany, East 1998",.,.,.,.,.,.,.,.
1998,Germany 1998,333500,1,1.478,5,665000000,39138673654.31,117356.99,3.64
1998,"Germany, West 1998",.,.,.,.,.,.,.,.
1998,Djibouti 1998,12600,6,5.193,.,.,30980381.16,2458.57,2.88
1998,Dominica 1998,.,.,.,.,.,.,.,.
1998,Denmark 1998,32100,1,1.608,4,116000000,3725484653.56,116055.10,2.66
1998,Dominican Republic 1998,39500,1,0.780,.,6000000,197825051.01,5008.10,1.64
1998,Algeria 1998,268200,3,3.966,.,98000000,2966432233.47,11060.48,4.49
1998,Ecuador 1998,57370,1,1.963,.,27000000,667633678.84,11637.13,4.16
1998,Egypt 1998,680000,4,3.284,.,468000000,2215054857.03,3257.43,3.18
1998,Eritrea 1998,47100,3,35.277,.,214000000,352494630.30,7483.80,24.99
1998,Spain 1998,269710,2,1.219,4,99000000,10857191100.09,40254.91,1.80
1998,Estonia 1998,7140,1,1.067,3,4000000,96833050.78,13560.15,2.07
1998,Ethiopia (-1992) 1998,.,.,.,.,.,.,.,.
1998,Ethiopia (1993-) 1998,120000,0,6.064,38,211000000,493547812.63,4112.86,31.69
1998,Finland 1998,35100,1,1.463,4,551000000,2385899666.29,67972.41,2.15
1998,Fiji 1998,3500,1,1.364,.,.,34015613.75,9715.97,3.12
1998,France (-1962) 1998,.,.,.,.,.,.,.,.
1998,France (1963-) 1998,452200,2,2.650,6,174000000,50088939546.31,110766.98,3.53
1998,Micronesia 1998,.,.,.,.,.,.,.,.
1998,Gabon 1998,9500,2,.,.,.,.,.,.
1998,United Kingdom 1998,218000,1,2.399,7,749000000,47184464886.82,216441.51,6.43
1998,Georgia 1998,39200,2,1.137,8,28000000,48850210.65,1246.15,1.30
1998,Ghana 1998,8000,0,0.768,.,.,59531448.85,7440.50,17.25
1998,Guinea 1998,19300,1,1.255,10,4000000,29774348.93,1542.63,5.53
1998,Gambia 1998,800,0,0.482,.,.,2310065.93,2883.98,6.97
1998,Guinea-Bissau 1998,9250,2,1.405,.,.,7098514.86,767.32,1.91
1998,Equatorial Guinea 1998,1600,1,.,.,.,.,.,.
1998,Greece 1998,172500,4,3.340,8,1725000000,6385925686.70,37019.64,2.10
1998,Grenada 1998,.,.,.,.,.,.,.,.
1998,Guatemala 1998,41200,1,0.721,8,1000000,157051275.26,3811.83,1.95
1998,Guyana 1998,3100,1,.,.,.,.,.,.
1998,Honduras 1998,14300,1,.,.,.,.,.,.
1998,Croatia 1998,96180,5,5.612,15,.,1990177363.23,20692.00,2.63
1998,Haiti 1998,5300,0,.,.,.,.,.,.
1998,Hungary 1998,70800,2,1.451,3,46000000,1229574949.18,17366.63,2.10
1998,Indonesia 1998,499000,1,1.019,8,89000000,2186816891.92,4382.39,4.20
1998,India 1998,2265000,1,2.727,19,798000000,14541930726.23,6420.28,12.24
1998,Ireland 1998,11500,1,0.824,3,3000000,1104063145.55,95997.14,2.66
1998,Iran 1998,820000,5,2.716,15,381000000,4230792656.81,5159.50,2.11
1998,Iraq 1998,479000,9,.,.,.,.,.,.
1998,Iceland 1998,120,0,.,.,.,.,.,.
1998,Israel 1998,181050,8,7.868,.,1291000000,8942033728.18,49389.58,2.59
1998,Italy 1998,554100,2,1.853,5,56000000,31123300653.87,56169.00,1.90
1998,Jamaica 1998,3470,0,0.545,.,10000000,54678273.66,15752.89,4.01
1998,Jordan 1998,134050,12,6.276,22,247000000,538061147.90,4013.85,2.14
1998,Japan 1998,254600,0,0.935,.,1458000000,39468845511.69,155022.35,4.64
1998,Kazakhstan 1998,89600,1,1.096,7,.,339075800.09,3784.29,1.84
1998,Kenya 1998,29200,0,1.220,.,.,185802260.14,6362.87,12.35
1998,Kyrgyzstan 1998,14200,1,2.668,13,.,49873592.67,3511.98,8.96
1998,Cambodia 1998,359000,7,2.662,.,.,88062446.73,245.30,0.86
1998,Kiribati 1998,.,.,.,.,.,.,.,.
1998,St Kitts and Nevis 1998,.,.,.,.,.,.,.,.
1998,"Korea, South 1998",676500,3,2.778,18,1431000000,16429418307.59,24285.87,1.90
1998,Kuwait 1998,20300,2,8.796,21,51000000,4657447856.43,229419.63,7.65
1998,Laos 1998,129100,6,2.605,.,21000000,46380960.27,359.26,1.04
1998,Lebanon 1998,68100,7,4.023,.,7000000,693218652.76,10179.27,1.84
1998,Liberia 1998,14000,2,.,.,.,.,.,.
1998,Libya 1998,65500,4,5.297,.,.,.,.,.
1998,St Lucia 1998,.,.,.,.,.,.,.,.
1998,Liechtenstein 1998,.,.,.,.,.,.,.,.
1998,Sri Lanka 1998,225200,3,4.643,21,87000000,843816397.38,3746.95,3.87
1998,Lesotho 1998,2000,0,3.393,.,5000000,38167778.28,19074.35,30.89
1998,Lithuania 1998,15030,1,4.244,.,15000000,748601024.04,49803.81,10.02
1998,Luxembourg 1998,1360,1,0.701,.,.,190699801.87,140117.42,2.19
1998,Latvia 1998,8680,1,0.588,3,0,61976098.57,7139.28,1.63
1998,Morocco 1998,238300,2,3.610,.,.,1650411267.15,6925.74,4.33
1998,Monaco 1998,.,.,.,.,.,.,.,.
1998,Moldova 1998,14450,1,0.647,2,.,13935542.31,964.33,1.64
1998,Madagascar 1998,28500,0,1.349,.,.,55417467.02,1944.40,7.00
1998,Maldives 1998,5000,6,.,.,8000000,.,.,.
1998,Mexico 1998,190000,0,0.494,4,23000000,3651254426.74,19217.03,2.59
1998,Marshall Islands 1998,.,.,.,.,.,.,.,.
1998,Macedonia 1998,27500,3,2.206,.,12000000,114829131.92,4175.45,1.59
1998,Mali 1998,15150,1,1.405,.,5000000,55312818.72,3650.77,9.68
1998,Malta 1998,1900,1,0.763,.,0,39125141.55,20581.35,1.52
1998,Myanmar 1998,434850,2,2.314,.,156000000,.,.,.
1998,Montenegro 1998,.,.,.,.,.,.,.,.
1998,Mongolia 1998,17000,2,1.772,10,.,31325345.61,1842.56,2.45
1998,Mozambique 1998,6100,0,1.011,.,.,46523687.02,7625.58,28.69
1998,Mauritania 1998,20650,3,1.862,.,5000000,30249739.80,1464.81,2.30
1998,Mauritius 1998,1800,0,0.203,.,.,9800798.34,5441.86,1.31
1998,Malawi 1998,6000,0,0.827,.,.,19795907.50,3298.77,14.55
1998,Malaysia (-1965) 1998,.,.,.,.,.,.,.,.
1998,Malaysia (1966-) 1998,130100,1,1.605,10,39000000,1582111342.54,12160.64,2.76
1998,Namibia 1998,9100,2,2.062,.,7000000,110030436.09,12089.93,4.10
1998,Niger 1998,10700,0,1.061,.,.,30332089.96,2834.51,10.34
1998,Nigeria 1998,107000,0,0.893,.,.,572859235.28,5353.77,9.76
1998,Nicaragua 1998,17000,1,0.567,5,.,27528623.09,1619.24,1.62
1998,Netherlands 1998,60780,1,1.581,4,271000000,9165389509.05,150793.66,4.08
1998,Norway 1998,28870,1,2.157,.,148000000,5672215041.97,196467.56,3.31
1998,Nepal 1998,90000,1,0.927,.,.,57533291.89,639.25,2.36
1998,Nauru 1998,.,.,.,.,.,.,.,.
1998,New Zealand 1998,9550,1,1.695,.,15000000,1476291667.41,154569.33,6.77
1998,Oman 1998,47900,6,12.478,41,22000000,3528660918.15,73665.70,5.80
1998,Pakistan (-1970) 1998,.,.,.,.,.,.,.,.
1998,Pakistan (1971-) 1998,834000,2,5.415,28,705000000,4300149367.33,5156.05,8.57
1998,Panama 1998,11800,1,0.951,4,.,111615125.92,9458.11,2.35
1998,Peru 1998,203000,2,2.094,12,52000000,1221328820.81,6016.37,2.60
1998,Philippines 1998,160300,1,1.697,.,64000000,1298773987.07,8102.10,7.90
1998,Palau 1998,.,.,.,.,.,.,.,.
1998,Papua New Guinea 1998,4300,0,1.321,5,.,58165317.99,13523.67,15.67
1998,Poland 1998,264050,2,2.014,.,3000000,4860348898.45,18406.86,2.95
1998,"Korea, North 1998",1244000,9,.,.,9000000,.,.,.
1998,Portugal 1998,94500,2,1.884,5,16000000,3301581623.36,34937.00,2.03
1998,Paraguay 1998,35000,2,1.631,.,.,134540566.31,3843.91,2.37
1998,Qatar 1998,11800,4,.,.,300000000,.,.,.
1998,Romania 1998,295550,2,2.988,.,174000000,2207799693.96,7470.11,2.28
1998,Russia 1998,1702000,3,2.936,.,.,14234301905.05,8363.27,2.55
1998,Rwanda 1998,54000,2,4.378,.,9000000,67780143.26,1255.16,5.71
1998,Saudi Arabia 1998,178000,3,14.311,.,2900000000,35559029478.90,199768.71,16.32
1998,Serbia and Montenegro 1998,.,.,.,.,.,.,.,.
1998,Sudan (-2011) 1998,109700,1,2.311,34,.,409940619.48,3736.89,6.92
1998,Sudan (2012-) 1998,.,.,.,.,.,.,.,.
1998,Senegal 1998,17000,0,1.493,.,.,94306498.34,5547.11,8.24
1998,Singapore 1998,180500,9,5.211,33,815000000,4527508724.38,25083.01,1.13
1998,Solomon Islands 1998,.,.,.,.,.,.,.,.
1998,Sierra Leone 1998,5800,0,.,.,.,.,.,.
1998,El Salvador 1998,36600,2,1.341,.,2000000,193086546.83,5275.44,2.10
1998,San Marino 1998,.,.,.,.,.,.,.,.
1998,Somalia 1998,225000,11,.,.,.,.,.,.
1998,Serbia 1998,.,.,.,.,.,.,.,.
1998,South Sudan 1998,.,.,.,.,.,.,.,.
1998,Sao Tome and Principe 1998,1000,2,.,.,.,.,.,.
1998,USSR 1998,.,.,.,.,.,.,.,.
1998,Suriname 1998,1800,1,.,.,.,.,.,.
1998,Slovakia 1998,48050,2,1.744,.,.,846327169.02,17613.10,1.96
1998,Slovenia 1998,14050,1,1.361,4,4000000,378174208.29,26914.40,1.92
1998,Sweden 1998,88700,2,1.924,5,294000000,6004189070.98,67690.21,1.92
1998,Swaziland 1998,3000,1,1.632,.,.,36263647.09,12083.85,5.59
1998,Seychelles 1998,450,.,1.733,4,.,15622957.59,34640.70,3.03
1998,Syria 1998,428000,9,5.808,36,55000000,1329482591.14,3106.26,2.11
1998,Chad 1998,34850,1,0.923,.,7000000,28597546.75,820.57,2.06
1998,Togo 1998,7750,0,.,.,.,.,.,.
1998,Thailand 1998,377000,1,1.856,.,58000000,2468474711.74,6547.66,3.02
1998,Tajikistan 1998,10200,0,1.713,15,.,22111693.81,2167.60,10.10
1998,Turkmenistan 1998,19000,1,3.115,.,.,160252554.58,8433.90,7.21
1998,Timor-Leste 1998,.,.,.,.,.,.,.,.
1998,Tonga 1998,.,.,.,.,.,.,.,.
1998,Trinidad and Tobago 1998,7400,1,.,.,.,.,.,.
1998,Tunisia 1998,47000,2,1.678,7,18000000,402818609.31,8570.43,3.33
